step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
541,PAYMENT,594405,63037,0,89818,684223,0
542,PAYMENT,234313,204366,0,154249,388562,0
543,TRANSFER,661002,222084,0,14828,14828,1
544,DEBIT,100789,702436,601647,184492,285281,0
545,PAYMENT,303668,502754,199086,184816,488484,0
546,TRANSFER,135970,284564,148594,29300,165270,0
547,PAYMENT,628519,680481,51962,128563,757082,0
548,PAYMENT,426677,807655,380978,72930,499607,0
549,PAYMENT,812567,817052,4485,150949,963516,0
550,PAYMENT,719501,379504,0,53352,772853,0
551,PAYMENT,3291,950664,947373,90536,93827,0
552,TRANSFER,443039,3631,0,18663,18663,1
553,PAYMENT,389978,748321,358343,159674,549652,0
554,PAYMENT,678932,704590,25658,7099,686031,0
555,PAYMENT,580880,96722,0,178756,759636,0
556,TRANSFER,64036,677974,613938,60920,124956,0
557,TRANSFER,429540,269932,0,89570,519110,0
558,PAYMENT,870120,147603,0,88340,958460,0
559,PAYMENT,141314,639341,498027,48355,189669,0
560,PAYMENT,759094,649714,0,64027,823121,0
561,PAYMENT,92701,29956,0,104797,197498,0
562,CASH_OUT,469611,660799,191188,159342,628953,0
563,PAYMENT,372031,941392,569361,148702,520733,0
564,CASH_OUT,254411,652184,397773,182051,436462,0
565,TRANSFER,943793,697960,0,123257,1067050,0
566,PAYMENT,269154,975217,706063,46857,316011,0
567,CASH_OUT,418543,923482,504939,59765,478308,0
568,PAYMENT,563459,112990,0,69519,632978,0
569,CASH_OUT,981983,619745,0,13070,13070,1
570,PAYMENT,613877,26806,0,176072,789949,0
571,PAYMENT,825246,185165,0,55419,880665,0
572,PAYMENT,470741,879381,408640,133533,604274,0
573,CASH_OUT,863503,879903,16400,84080,947583,0
574,TRANSFER,77894,292985,215091,179830,257724,0
575,CASH_OUT,562031,967912,405881,100500,662531,0
576,CASH_OUT,387832,540285,152453,154983,542815,0
577,TRANSFER,750330,669931,0,10773,10773,1
578,TRANSFER,704368,85457,0,12500,12500,1
579,TRANSFER,680318,179761,0,4082,4082,1
580,PAYMENT,423055,582092,159037,108821,531876,0
581,TRANSFER,67360,66912,0,8894,76254,0
582,PAYMENT,868474,706972,0,29725,898199,0
583,CASH_OUT,261586,795928,534342,160878,422464,0
584,PAYMENT,777501,233103,0,196167,973668,0
585,PAYMENT,615784,442882,0,38787,654571,0
586,PAYMENT,546115,763711,217596,95081,641196,0
587,TRANSFER,592444,658441,65997,80102,672546,0
588,TRANSFER,601253,687016,85763,117235,718488,0
589,TRANSFER,633165,19033,0,166923,800088,0
590,TRANSFER,377969,145016,0,89464,467433,0
591,TRANSFER,692211,886514,194303,185413,877624,0
592,CASH_OUT,869149,624771,0,107539,976688,0
593,CASH_OUT,722009,114914,0,7909,7909,1
594,PAYMENT,264267,643942,379675,190868,455135,0
595,PAYMENT,588817,104195,0,192699,781516,0
596,CASH_OUT,932983,977168,44185,68099,1001082,0
597,TRANSFER,69222,671447,602225,6643,6643,1
598,TRANSFER,928609,109079,0,145298,1073907,0
599,PAYMENT,422047,371602,0,110384,532431,0
600,TRANSFER,317750,864661,546911,62539,380289,0
601,CASH_OUT,693321,537716,0,141330,834651,0
602,PAYMENT,267713,290998,23285,137328,405041,0
603,PAYMENT,951541,361278,0,132723,1084264,0
604,PAYMENT,418367,289530,0,147256,565623,0
605,CASH_OUT,993168,602272,0,34051,1027219,0
606,PAYMENT,128146,739290,611144,161326,289472,0
607,CASH_OUT,188590,407688,219098,120312,308902,0
608,TRANSFER,663789,165937,0,13930,13930,1
609,PAYMENT,661857,228981,0,166597,828454,0
610,TRANSFER,608208,477746,0,83369,691577,0
611,CASH_OUT,857085,737266,0,7999,865084,0
612,PAYMENT,657556,523156,0,156351,813907,0
613,PAYMENT,769705,288345,0,150787,920492,0
614,PAYMENT,449930,529393,79463,117666,567596,0
615,PAYMENT,69020,830051,761031,42821,111841,0
616,PAYMENT,541457,505659,0,7531,548988,0
617,PAYMENT,663170,67155,0,145047,808217,0
618,PAYMENT,940856,474013,0,132503,1073359,0
619,PAYMENT,879105,664917,0,103302,982407,0
620,PAYMENT,19775,73997,54222,148087,167862,0
621,DEBIT,486899,519349,32450,140905,627804,0
622,CASH_OUT,311977,775723,463746,5347,5347,1
623,PAYMENT,658103,302929,0,18681,676784,0
624,TRANSFER,933496,833731,0,14289,14289,1
625,TRANSFER,965934,66707,0,9135,9135,1
626,CASH_OUT,50701,994969,944268,111487,162188,0
627,TRANSFER,413960,411961,0,28228,442188,0
628,TRANSFER,427837,122788,0,18322,446159,0
629,PAYMENT,62392,553343,490951,42891,105283,0
630,PAYMENT,352780,268448,0,7345,360125,0
631,TRANSFER,91106,932856,841750,19446,110552,0
632,TRANSFER,206587,97852,0,6171,6171,1
633,TRANSFER,177932,842150,664218,86544,264476,0
634,TRANSFER,312913,209093,0,179017,491930,0
635,PAYMENT,607845,538645,0,111672,719517,0
636,TRANSFER,590021,732303,142282,143996,734017,0
637,TRANSFER,258735,74071,0,30651,289386,0
638,PAYMENT,148166,853695,705529,190706,338872,0
639,CASH_OUT,824355,763935,0,12819,12819,1
640,TRANSFER,533671,685933,152262,5774,539445,0
641,PAYMENT,620856,882766,261910,18133,638989,0
642,PAYMENT,525169,114586,0,187772,712941,0
643,PAYMENT,542877,171033,0,29118,571995,0
644,TRANSFER,677723,275709,0,17961,17961,1
645,PAYMENT,21353,457382,436029,179635,200988,0
646,PAYMENT,707038,210097,0,103850,810888,0
647,CASH_OUT,520598,226058,0,16391,16391,1
648,PAYMENT,557631,677160,119529,75939,633570,0
649,PAYMENT,400555,268854,0,152456,553011,0
650,PAYMENT,219155,985325,766170,37991,257146,0
651,TRANSFER,400287,422355,22068,80257,480544,0
652,PAYMENT,6630,273260,266630,65794,72424,0
653,CASH_OUT,657358,528423,0,125147,782505,0
654,PAYMENT,613475,720391,106916,33380,646855,0
655,TRANSFER,279315,20074,0,7133,7133,1
656,TRANSFER,911193,792338,0,62987,974180,0
657,TRANSFER,372698,367631,0,31852,404550,0
658,DEBIT,839288,377501,0,119052,958340,0
659,PAYMENT,33791,394341,360550,198137,231928,0
660,PAYMENT,532826,806527,273701,147226,680052,0
661,TRANSFER,55526,239968,184442,226,226,1
662,PAYMENT,97856,442632,344776,140659,238515,0
663,CASH_OUT,656105,162002,0,122232,778337,0
664,PAYMENT,445458,243051,0,157547,603005,0
665,PAYMENT,737083,308449,0,177109,914192,0
666,CASH_OUT,12863,190237,177374,3348,3348,1
667,PAYMENT,91453,221373,129920,95648,187101,0
668,PAYMENT,542487,371233,0,176168,718655,0
669,TRANSFER,422325,202041,0,84246,506571,0
670,TRANSFER,343801,137488,0,149130,492931,0
671,CASH_OUT,294846,467874,173028,1089,1089,1
672,PAYMENT,665947,262299,0,123950,789897,0
673,PAYMENT,104748,38547,0,28795,133543,0
674,DEBIT,692058,959318,267260,87960,780018,0
675,PAYMENT,112882,627220,514338,140600,253482,0
676,PAYMENT,372113,925683,553570,48781,420894,0
677,CASH_OUT,417268,840230,422962,50939,468207,0
678,TRANSFER,141621,574578,432957,72954,214575,0
679,PAYMENT,583198,642650,59452,146295,729493,0
680,PAYMENT,721137,264803,0,86516,807653,0
681,TRANSFER,126598,702098,575500,12109,138707,0
682,PAYMENT,763860,139544,0,154455,918315,0
683,PAYMENT,768713,34518,0,53909,822622,0
684,CASH_OUT,970934,515693,0,152850,1123784,0
685,CASH_OUT,791607,469164,0,179272,970879,0
686,PAYMENT,210394,881272,670878,116219,326613,0
687,TRANSFER,580695,135565,0,1460,1460,1
688,TRANSFER,424971,567760,142789,6816,6816,1
689,PAYMENT,308977,914634,605657,95028,404005,0
690,PAYMENT,491550,92493,0,125149,616699,0
691,TRANSFER,163934,270403,106469,14849,178783,0
692,TRANSFER,876241,317013,0,117886,994127,0
693,TRANSFER,285811,35292,0,51631,337442,0
694,PAYMENT,185478,852746,667268,65087,250565,0
695,CASH_OUT,460344,882430,422086,58643,518987,0
696,PAYMENT,401167,802720,401553,72692,473859,0
697,PAYMENT,871968,751496,0,46403,918371,0
698,CASH_OUT,312123,59871,0,32174,344297,0
699,PAYMENT,137753,110155,0,71853,209606,0
700,CASH_OUT,501708,813081,311373,16789,16789,1
701,TRANSFER,876438,763429,0,78002,954440,0
702,PAYMENT,673322,436571,0,162331,835653,0
703,PAYMENT,555183,507820,0,8770,563953,0
704,TRANSFER,393509,362455,0,11190,404699,0
705,DEBIT,687787,304214,0,40197,727984,0
706,CASH_OUT,157684,924220,766536,135450,293134,0
707,PAYMENT,871903,684393,0,155072,1026975,0
708,PAYMENT,304848,461552,156704,95074,399922,0
709,PAYMENT,791942,869807,77865,187116,979058,0
710,PAYMENT,202516,924300,721784,86716,289232,0
711,PAYMENT,411025,775024,363999,58557,469582,0
712,CASH_OUT,750071,496507,0,16724,16724,1
713,PAYMENT,17187,930109,912922,31337,48524,0
714,PAYMENT,485857,182024,0,136535,622392,0
715,PAYMENT,529036,392720,0,33623,562659,0
716,TRANSFER,962206,376742,0,22054,984260,0
717,PAYMENT,473966,755181,281215,81554,555520,0
718,PAYMENT,977122,314925,0,183852,1160974,0
719,PAYMENT,847567,532498,0,44363,891930,0
720,CASH_OUT,191520,710644,519124,6588,6588,1
721,PAYMENT,257424,719449,462025,186470,443894,0
722,DEBIT,867880,430599,0,113816,981696,0
723,TRANSFER,472506,183965,0,726,726,1
724,PAYMENT,67511,285521,218010,177809,245320,0
725,PAYMENT,214081,265888,51807,24995,239076,0
726,PAYMENT,753398,558830,0,10651,764049,0
727,TRANSFER,750804,888544,137740,155378,906182,0
728,PAYMENT,323594,333569,9975,167708,491302,0
729,TRANSFER,444965,427826,0,74637,519602,0
730,TRANSFER,863449,64200,0,177691,1041140,0
731,PAYMENT,780841,846490,65649,62068,842909,0
732,CASH_OUT,161545,688514,526969,22785,184330,0
733,PAYMENT,684129,94475,0,2282,686411,0
734,PAYMENT,221072,853966,632894,162777,383849,0
735,CASH_OUT,692897,208944,0,7064,7064,1
736,TRANSFER,824924,7461,0,148586,973510,0
737,PAYMENT,494278,953772,459494,167860,662138,0
738,CASH_OUT,849025,560315,0,1823,1823,1
739,CASH_OUT,603391,707755,104364,68670,672061,0
740,PAYMENT,15534,719407,703873,178847,194381,0
741,PAYMENT,328921,83555,0,128379,457300,0
742,TRANSFER,176906,888097,711191,11172,11172,1
743,TRANSFER,432648,878135,445487,175251,607899,0
744,PAYMENT,642349,302523,0,17297,659646,0
745,TRANSFER,120334,568302,447968,14730,14730,1
746,PAYMENT,509833,926271,416438,22852,532685,0
747,TRANSFER,732947,511603,0,95040,827987,0
748,PAYMENT,530132,739180,209048,173489,703621,0
749,PAYMENT,828891,675159,0,98746,927637,0
750,TRANSFER,201360,745219,543859,7597,7597,1
751,PAYMENT,203299,376794,173495,157489,360788,0
752,PAYMENT,383200,115598,0,184233,567433,0
753,CASH_OUT,739552,153124,0,8036,747588,0
754,PAYMENT,154345,685763,531418,197393,351738,0
755,CASH_OUT,543188,287516,0,14973,14973,1
756,PAYMENT,59600,167647,108047,173333,232933,0
757,TRANSFER,396552,409064,12512,76449,473001,0
758,PAYMENT,349080,660858,311778,50098,399178,0
759,PAYMENT,665029,247199,0,126060,791089,0
760,PAYMENT,130644,524628,393984,175021,305665,0
761,TRANSFER,747128,467243,0,119619,866747,0
762,PAYMENT,624319,948158,323839,156951,781270,0
763,DEBIT,562160,58478,0,195425,757585,0
764,PAYMENT,719382,694780,0,55568,774950,0
765,TRANSFER,843701,493671,0,11927,11927,1
766,TRANSFER,602376,451558,0,132379,734755,0
767,CASH_OUT,821960,239779,0,170047,992007,0
768,TRANSFER,942446,812853,0,150667,1093113,0
769,PAYMENT,44889,973194,928305,26086,70975,0
770,PAYMENT,91188,394423,303235,46099,137287,0
771,PAYMENT,160861,835083,674222,13893,174754,0
772,PAYMENT,125174,889497,764323,130351,255525,0
773,PAYMENT,973719,95071,0,78518,1052237,0
774,PAYMENT,597193,976458,379265,159136,756329,0
775,TRANSFER,264698,283022,18324,144063,408761,0
776,PAYMENT,560981,560592,0,161458,722439,0
777,CASH_OUT,724798,487505,0,22190,746988,0
778,CASH_OUT,183143,828294,645151,150575,333718,0
779,DEBIT,624555,868467,243912,8016,632571,0
780,TRANSFER,408388,102239,0,7742,7742,1
781,CASH_OUT,330270,121668,0,24045,354315,0
782,PAYMENT,614490,314063,0,99441,713931,0
783,PAYMENT,953792,136917,0,167746,1121538,0
784,TRANSFER,677773,944447,266674,18383,18383,1
785,CASH_OUT,667404,839319,171915,58653,726057,0
786,DEBIT,318866,289954,0,77842,396708,0
787,PAYMENT,84861,430192,345331,126439,211300,0
788,PAYMENT,666346,930370,264024,66624,732970,0
789,PAYMENT,403080,781198,378118,120356,523436,0
790,PAYMENT,340715,532356,191641,116923,457638,0
791,TRANSFER,11490,631040,619550,75969,87459,0
792,PAYMENT,749178,339208,0,21281,770459,0
793,PAYMENT,310755,646403,335648,8605,319360,0
794,PAYMENT,984238,806242,0,155394,1139632,0
795,TRANSFER,585776,765612,179836,198700,784476,0
796,DEBIT,496862,205157,0,22031,518893,0
797,TRANSFER,595700,584054,0,187771,783471,0
798,TRANSFER,761119,760129,0,13324,13324,1
799,TRANSFER,751618,887291,135673,68487,820105,0
800,PAYMENT,987867,315261,0,189466,1177333,0
801,PAYMENT,23882,509492,485610,28454,52336,0
802,PAYMENT,408908,153245,0,164276,573184,0
803,PAYMENT,122358,635956,513598,192274,314632,0
804,TRANSFER,506681,423966,0,138262,644943,0
805,CASH_OUT,384173,736265,352092,132661,516834,0
806,PAYMENT,259,667505,667246,162993,163252,0
807,TRANSFER,107607,925748,818141,46101,153708,0
808,TRANSFER,346471,230604,0,56071,402542,0
809,PAYMENT,487130,759710,272580,143309,630439,0
810,CASH_OUT,204635,700769,496134,7016,211651,0
811,TRANSFER,876210,898488,22278,18268,18268,1
812,PAYMENT,199875,962261,762386,26917,226792,0
813,CASH_OUT,62651,975665,913014,166277,228928,0
814,PAYMENT,779228,841535,62307,172699,951927,0
815,PAYMENT,543396,202346,0,32402,575798,0
816,TRANSFER,399109,496043,96934,147281,546390,0
817,CASH_OUT,960752,91218,0,179767,1140519,0
818,DEBIT,765448,240016,0,32441,797889,0
819,PAYMENT,755712,848800,93088,92122,847834,0
820,CASH_OUT,285722,914313,628591,12180,12180,1
821,CASH_OUT,816328,975776,159448,522,522,1
822,DEBIT,635410,578328,0,75357,710767,0
823,PAYMENT,278455,367570,89115,5842,284297,0
824,TRANSFER,387981,308112,0,54575,442556,0
825,PAYMENT,418915,480808,61893,66914,485829,0
826,PAYMENT,612085,630527,18442,123106,735191,0
827,PAYMENT,467935,300486,0,2257,470192,0
828,TRANSFER,111815,26654,0,29320,141135,0
829,TRANSFER,489006,118581,0,182240,671246,0
830,CASH_OUT,501690,369836,0,18135,18135,1
831,CASH_OUT,309621,154626,0,16363,16363,1
832,PAYMENT,279167,309735,30568,62261,341428,0
833,PAYMENT,336327,585236,248909,164074,500401,0
834,PAYMENT,990620,288816,0,4213,994833,0
835,CASH_OUT,449176,62507,0,11849,11849,1
836,PAYMENT,806664,773221,0,18199,824863,0
837,CASH_OUT,663476,432995,0,24472,687948,0
838,TRANSFER,707273,755728,48455,54131,761404,0
839,PAYMENT,979214,883096,0,132473,1111687,0
840,TRANSFER,223561,438080,214519,19611,19611,1
841,PAYMENT,338484,239719,0,2745,341229,0
842,CASH_OUT,687705,437940,0,18606,18606,1
843,CASH_OUT,386821,423332,36511,17908,17908,1
844,PAYMENT,55450,593849,538399,51955,107405,0
845,TRANSFER,399471,570895,171424,186740,586211,0
846,TRANSFER,315114,449763,134649,152008,467122,0
847,TRANSFER,744299,814038,69739,11308,755607,0
848,PAYMENT,778983,176743,0,90306,869289,0
849,TRANSFER,526592,92769,0,52428,579020,0
850,TRANSFER,760378,49067,0,13913,13913,1
851,DEBIT,623322,142980,0,157495,780817,0
852,DEBIT,209429,257354,47925,61215,270644,0
853,PAYMENT,868684,632336,0,169530,1038214,0
854,TRANSFER,453930,764265,310335,113688,567618,0
855,CASH_OUT,744848,490834,0,13379,13379,1
856,PAYMENT,249343,598506,349163,196416,445759,0
857,PAYMENT,23191,781413,758222,164055,187246,0
858,TRANSFER,19090,352414,333324,36081,55171,0
859,TRANSFER,802773,124932,0,113000,915773,0
860,PAYMENT,493316,732081,238765,158117,651433,0
861,TRANSFER,833650,84703,0,128557,962207,0
862,PAYMENT,195977,831037,635060,84565,280542,0
863,CASH_OUT,982705,817865,0,11486,11486,1
864,PAYMENT,955457,824837,0,197724,1153181,0
865,PAYMENT,918096,748778,0,139883,1057979,0
866,CASH_OUT,465326,747852,282526,54110,519436,0
867,PAYMENT,763561,28328,0,112911,876472,0
868,TRANSFER,812383,817711,5328,73402,885785,0
869,DEBIT,875612,529739,0,87178,962790,0
870,PAYMENT,850293,236562,0,38870,889163,0
871,PAYMENT,123865,387025,263160,161945,285810,0
872,PAYMENT,197327,492402,295075,25372,222699,0
873,CASH_OUT,421317,296208,0,155892,577209,0
874,DEBIT,50181,988406,938225,139783,189964,0
875,PAYMENT,401515,600541,199026,36191,437706,0
876,PAYMENT,456385,974250,517865,152614,608999,0
877,CASH_OUT,888503,618071,0,186460,1074963,0
878,PAYMENT,602348,870820,268472,22601,624949,0
879,CASH_OUT,139327,724479,585152,19710,159037,0
880,TRANSFER,653115,936105,282990,18753,18753,1
881,TRANSFER,730131,792154,62023,15514,15514,1
882,PAYMENT,761382,479083,0,83596,844978,0
883,PAYMENT,68423,285960,217537,40695,109118,0
884,DEBIT,55941,390642,334701,198784,254725,0
885,PAYMENT,92864,446790,353926,85744,178608,0
886,TRANSFER,625143,492148,0,7778,7778,1
887,DEBIT,937662,675673,0,19149,956811,0
888,TRANSFER,45840,106611,60771,66641,112481,0
889,TRANSFER,706773,587520,0,14188,14188,1
890,DEBIT,753594,423177,0,143674,897268,0
891,PAYMENT,479436,767876,288440,34681,514117,0
892,DEBIT,982393,305505,0,195575,1177968,0
893,PAYMENT,84800,980547,895747,78532,163332,0
894,TRANSFER,396187,46002,0,191051,587238,0
895,CASH_OUT,109046,66668,0,42998,152044,0
896,CASH_OUT,963211,269956,0,133251,1096462,0
897,CASH_OUT,925879,968078,42199,20700,946579,0
898,PAYMENT,173523,93330,0,144941,318464,0
899,PAYMENT,487004,414170,0,162627,649631,0
900,PAYMENT,438342,362916,0,178048,616390,0
901,PAYMENT,376187,371994,0,45095,421282,0
902,PAYMENT,802055,62433,0,178140,980195,0
903,CASH_OUT,471117,347139,0,6614,6614,1
904,PAYMENT,770426,437100,0,148036,918462,0
905,PAYMENT,299288,712509,413221,168616,467904,0
906,PAYMENT,266076,221883,0,34148,300224,0
907,TRANSFER,518923,219526,0,19540,19540,1
908,PAYMENT,824934,713087,0,38578,863512,0
909,PAYMENT,862247,208859,0,111435,973682,0
910,PAYMENT,882274,45475,0,60142,942416,0
911,PAYMENT,153584,93526,0,51001,204585,0
912,PAYMENT,428833,668516,239683,154136,582969,0
913,PAYMENT,851990,934093,82103,130429,982419,0
914,PAYMENT,138386,227189,88803,126479,264865,0
915,CASH_OUT,553272,264852,0,11834,11834,1
916,PAYMENT,719885,396489,0,178207,898092,0
917,PAYMENT,490338,78077,0,139784,630122,0
918,PAYMENT,69187,798729,729542,27128,96315,0
919,PAYMENT,743959,341102,0,32920,776879,0
920,PAYMENT,142280,949349,807069,133872,276152,0
921,TRANSFER,436028,920114,484086,10728,446756,0
922,PAYMENT,384293,807015,422722,85774,470067,0
923,TRANSFER,198622,220357,21735,65942,264564,0
924,PAYMENT,557664,509565,0,101968,659632,0
925,PAYMENT,590604,739804,149200,84040,674644,0
926,PAYMENT,692585,460115,0,42291,734876,0
927,PAYMENT,953780,303664,0,25675,979455,0
928,TRANSFER,92368,297142,204774,143184,235552,0
929,PAYMENT,831346,347235,0,50719,882065,0
930,PAYMENT,335399,333713,0,41328,376727,0
931,PAYMENT,559063,495010,0,18919,577982,0
932,CASH_OUT,812932,181517,0,176886,989818,0
933,PAYMENT,159134,478108,318974,70533,229667,0
934,TRANSFER,890123,665938,0,39194,929317,0
935,PAYMENT,361547,242188,0,113903,475450,0
936,CASH_OUT,931398,320146,0,4986,936384,0
937,CASH_OUT,842940,200339,0,125355,968295,0
938,PAYMENT,327131,19477,0,148338,475469,0
939,TRANSFER,390059,961030,570971,8566,8566,1
940,TRANSFER,286579,928758,642179,46289,332868,0
941,PAYMENT,933803,334971,0,106464,1040267,0
942,TRANSFER,150753,245300,94547,16523,16523,1
943,TRANSFER,281796,516612,234816,154692,436488,0
944,PAYMENT,294046,609312,315266,118639,412685,0
945,PAYMENT,217913,776388,558475,122746,340659,0
946,PAYMENT,608914,401062,0,46220,655134,0
947,CASH_OUT,379370,867918,488548,5941,5941,1
948,TRANSFER,547319,89116,0,15166,15166,1
949,PAYMENT,619164,25991,0,185917,805081,0
950,TRANSFER,710772,403777,0,95556,806328,0
951,DEBIT,324364,395204,70840,110041,434405,0
952,TRANSFER,407572,380634,0,28230,435802,0
953,PAYMENT,45933,809057,763124,32088,78021,0
954,TRANSFER,366181,464507,98326,88229,454410,0
955,DEBIT,522254,622006,99752,60710,582964,0
956,PAYMENT,984658,30949,0,153619,1138277,0
957,PAYMENT,111641,719979,608338,61842,173483,0
958,TRANSFER,289234,671553,382319,19233,19233,1
959,TRANSFER,914665,689870,0,12360,927025,0
960,TRANSFER,619155,261445,0,4195,4195,1
961,PAYMENT,280933,553372,272439,40387,321320,0
962,CASH_OUT,828669,473048,0,15438,15438,1
963,PAYMENT,396310,778799,382489,125844,522154,0
964,PAYMENT,788345,879459,91114,123489,911834,0
965,PAYMENT,841808,827675,0,193984,1035792,0
966,PAYMENT,697511,996358,298847,65618,763129,0
967,DEBIT,470535,601160,130625,81132,551667,0
968,TRANSFER,646147,417567,0,5285,5285,1
969,PAYMENT,82389,640794,558405,78513,160902,0
970,PAYMENT,400990,312660,0,191758,592748,0
971,CASH_OUT,133598,254024,120426,199570,333168,0
972,TRANSFER,44916,4138,0,75945,120861,0
973,TRANSFER,718416,356007,0,43764,762180,0
974,CASH_OUT,849475,619955,0,5694,5694,1
975,PAYMENT,808401,233540,0,5039,813440,0
976,CASH_OUT,534830,860220,325390,53053,587883,0
977,TRANSFER,86446,329231,242785,17910,17910,1
978,CASH_OUT,681609,977534,295925,138682,820291,0
979,PAYMENT,637531,372397,0,100297,737828,0
980,TRANSFER,787546,534391,0,164530,952076,0
981,CASH_OUT,23348,482376,459028,8024,8024,1
982,PAYMENT,872479,174875,0,150368,1022847,0
983,CASH_OUT,873196,411473,0,101121,974317,0
984,TRANSFER,397774,63610,0,180903,578677,0
985,PAYMENT,654687,431722,0,5668,660355,0
986,CASH_OUT,859765,155489,0,10751,870516,0
987,PAYMENT,793884,734412,0,88835,882719,0
988,TRANSFER,696554,101948,0,31707,728261,0
989,PAYMENT,156570,297986,141416,13261,169831,0
990,PAYMENT,368860,974208,605348,67173,436033,0
991,PAYMENT,267347,287644,20297,100336,367683,0
992,PAYMENT,673912,835825,161913,162246,836158,0
993,TRANSFER,309650,325203,15553,12356,322006,0
994,PAYMENT,2287,863675,861388,35098,37385,0
995,TRANSFER,659066,844052,184986,157561,816627,0
996,CASH_OUT,989436,767286,0,12127,12127,1
997,CASH_OUT,586449,759785,173336,61753,648202,0
998,CASH_OUT,424132,23408,0,136,136,1
999,PAYMENT,59600,870946,811346,56358,115958,0
1000,PAYMENT,748249,223492,0,163926,912175,0
